origin,destination,count
Austria,Venezuela (Bolivarian Republic of),802
Belgium,Venezuela (Bolivarian Republic of),392
France,Venezuela (Bolivarian Republic of),3657
Germany,Venezuela (Bolivarian Republic of),3977
Netherlands,Venezuela (Bolivarian Republic of),603
Switzerland,Venezuela (Bolivarian Republic of),652
Bulgaria,Venezuela (Bolivarian Republic of),122
Hungary,Venezuela (Bolivarian Republic of),878
Poland,Venezuela (Bolivarian Republic of),779
Romania,Venezuela (Bolivarian Republic of),748
Russian Federation,Venezuela (Bolivarian Republic of),576
Slovakia,Venezuela (Bolivarian Republic of),20
Ukraine,Venezuela (Bolivarian Republic of),180
Denmark,Venezuela (Bolivarian Republic of),124
Estonia,Venezuela (Bolivarian Republic of),45
Finland,Venezuela (Bolivarian Republic of),62
Ireland,Venezuela (Bolivarian Republic of),53
Latvia,Venezuela (Bolivarian Republic of),121
Lithuania,Venezuela (Bolivarian Republic of),126
Norway,Venezuela (Bolivarian Republic of),77
Sweden,Venezuela (Bolivarian Republic of),140
Algeria,Venezuela (Bolivarian Republic of),81
Egypt,Venezuela (Bolivarian Republic of),258
Libya,Venezuela (Bolivarian Republic of),119
Morocco,Venezuela (Bolivarian Republic of),1075
Tunisia,Venezuela (Bolivarian Republic of),12
Angola,Venezuela (Bolivarian Republic of),161
Ghana,Venezuela (Bolivarian Republic of),27
Nigeria,Venezuela (Bolivarian Republic of),86
Senegal,Venezuela (Bolivarian Republic of),12
South Africa,Venezuela (Bolivarian Republic of),65
Eritrea,Venezuela (Bolivarian Republic of),24
Ethiopia,Venezuela (Bolivarian Republic of),28
Mozambique,Venezuela (Bolivarian Republic of),46
Zimbabwe,Venezuela (Bolivarian Republic of),13
Australia,Venezuela (Bolivarian Republic of),127
New Zealand,Venezuela (Bolivarian Republic of),15
Aruba,Venezuela (Bolivarian Republic of),415
Barbados,Venezuela (Bolivarian Republic of),83
Bonaire, Sint Eustatius and Saba,Venezuela (Bolivarian Republic of),43
Cuba,Venezuela (Bolivarian Republic of),9928
Curaçao,Venezuela (Bolivarian Republic of),615
Dominica,Venezuela (Bolivarian Republic of),8
Dominican Republic,Venezuela (Bolivarian Republic of),14293
Grenada,Venezuela (Bolivarian Republic of),235
Haiti,Venezuela (Bolivarian Republic of),1689
Jamaica,Venezuela (Bolivarian Republic of),126
Martinique,Venezuela (Bolivarian Republic of),36
Puerto Rico,Venezuela (Bolivarian Republic of),534
Saint Lucia,Venezuela (Bolivarian Republic of),25
Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),103
Sint Maarten (Dutch part),Venezuela (Bolivarian Republic of),218
Trinidad and Tobago,Venezuela (Bolivarian Republic of),2765
Argentina,Venezuela (Bolivarian Republic of),8724
Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),1838
Brazil,Venezuela (Bolivarian Republic of),4828
Chile,Venezuela (Bolivarian Republic of),15733
Colombia,Venezuela (Bolivarian Republic of),617257
Ecuador,Venezuela (Bolivarian Republic of),28999
French Guiana,Venezuela (Bolivarian Republic of),25
Guyana,Venezuela (Bolivarian Republic of),6698
Paraguay,Venezuela (Bolivarian Republic of),239
Peru,Venezuela (Bolivarian Republic of),36348
Suriname,Venezuela (Bolivarian Republic of),61
Uruguay,Venezuela (Bolivarian Republic of),4692
Belize,Venezuela (Bolivarian Republic of),17
Costa Rica,Venezuela (Bolivarian Republic of),1178
El Salvador,Venezuela (Bolivarian Republic of),908
Guatemala,Venezuela (Bolivarian Republic of),433
Honduras,Venezuela (Bolivarian Republic of),309
Mexico,Venezuela (Bolivarian Republic of),3115
Nicaragua,Venezuela (Bolivarian Republic of),1934
Panama,Venezuela (Bolivarian Republic of),976
Canada,Venezuela (Bolivarian Republic of),964
United States of America,Venezuela (Bolivarian Republic of),10159
Afghanistan,Australia,12580
Bangladesh,Australia,8490
Bhutan,Australia,70
India,Australia,90680
Iran (Islamic Republic of),Australia,21360
Maldives,Australia,170
Nepal,Australia,2000
Pakistan,Australia,10950
Sri Lanka,Australia,58210
Armenia,Australia,980
Azerbaijan,Australia,190
Bahrain,Australia,770
Cyprus,Australia,22810
Georgia,Australia,290
Iraq,Australia,26480
Israel,Australia,7380
Jordan,Australia,3480
Kuwait,Australia,2510
Lebanon,Australia,79070
Oman,Australia,340
Qatar,Australia,250
Saudi Arabia,Australia,1530
State of Palestine,Australia,3060
Syrian Arab Republic,Australia,7320
Turkey,Australia,34060
United Arab Emirates,Australia,1390
Yemen,Australia,390
Brunei Darussalam,Australia,2100
Cambodia,Australia,24970
Indonesia,Australia,58650
Lao People's Democratic Republic,Australia,10450
Malaysia,Australia,84650
Myanmar,Australia,12100
Philippines,Australia,112180
Singapore,Australia,34240
Thailand,Australia,23040
Viet Nam,Australia,163700
China,Australia,144690
Japan,Australia,25300
Mongolia,Australia,120
Republic of Korea,Australia,36180
Kazakhstan,Australia,380
Kyrgyzstan,Australia,100
Tajikistan,Australia,50
Turkmenistan,Australia,30
Uzbekistan,Australia,490
Albania,Australia,1530
Andorra,Australia,30
Bosnia and Herzegovina,Australia,28650
Croatia,Australia,58210
Gibraltar,Australia,480
Greece,Australia,130780
Italy,Australia,234040
Malta,Australia,52610
Montenegro,Australia,5330
Portugal,Australia,17990
Serbia,Australia,52060
Slovenia,Australia,8640
Spain,Australia,14170
Austria,Australia,21640
Belgium,Australia,5320
France,Australia,18110
Germany,Australia,119040
Liechtenstein,Australia,20
Luxembourg,Australia,150
Monaco,Australia,30
Netherlands,Australia,92790
Switzerland,Australia,12050
Belarus,Australia,1360
Bulgaria,Australia,3020
Hungary,Australia,26130
Poland,Australia,66880
Republic of Moldova,Australia,570
Romania,Australia,14180
Russian Federation,Australia,16800
Slovakia,Australia,6360
Ukraine,Australia,17040
Denmark,Australia,9920
Estonia,Australia,1970
Finland,Australia,9420
Iceland,Australia,560
Ireland,Australia,53580
Isle of Man,Australia,710
Latvia,Australia,7370
Lithuania,Australia,3850
Norway,Australia,3990
Sweden,Australia,7110
Algeria,Australia,1170
Egypt,Australia,37600
Libya,Australia,1400
Morocco,Australia,1380
Sudan,Australia,4090
Tunisia,Australia,500
Angola,Australia,420
Cameroon,Australia,70
Central African Republic,Australia,10
Chad,Australia,40
Congo,Australia,130
Democratic Republic of the Congo,Australia,310
Gabon,Australia,20
Benin,Australia,30
Burkina Faso,Australia,10
Cabo Verde,Australia,30
Côte d'Ivoire,Australia,60
Gambia,Australia,30
Ghana,Australia,2160
Guinea,Australia,30
Guinea-Bissau,Australia,20
Liberia,Australia,110
Mali,Australia,20
Mauritania,Australia,20
Niger,Australia,20
Nigeria,Australia,1800
Saint Helena,Australia,21
Senegal,Australia,240
Sierra Leone,Australia,260
Togo,Australia,20
Botswana,Australia,670
Lesotho,Australia,70
Namibia,Australia,450
South Africa,Australia,80650
Burundi,Australia,30
Djibouti,Australia,80
Eritrea,Australia,1780
Ethiopia,Australia,3640
Kenya,Australia,7190
Madagascar,Australia,180
Malawi,Australia,540
Mauritius,Australia,18530
Mozambique,Australia,630
Réunion,Australia,90
Rwanda,Australia,50
Seychelles,Australia,2790
Somalia,Australia,3750
Uganda,Australia,1420
United Republic of Tanzania,Australia,1970
Zambia,Australia,3450
Zimbabwe,Australia,12110
American Samoa,Australia,120
Cook Islands,Australia,4600
French Polynesia,Australia,350
Niue,Australia,460
Samoa,Australia,13080
Tokelau,Australia,280
Tonga,Australia,8090
Tuvalu,Australia,120
New Zealand,Australia,365060
Fiji,Australia,46700
New Caledonia,Australia,1210
Solomon Islands,Australia,1400
Vanuatu,Australia,1060
Guam,Australia,50
Kiribati,Australia,440
Marshall Islands,Australia,30
Micronesia (Federated States of),Australia,20
Nauru,Australia,500
Antigua and Barbuda,Australia,30
Aruba,Australia,60
Bahamas,Australia,270
Barbados,Australia,370
Cayman Islands,Australia,20
Cuba,Australia,510
Curaçao,Australia,90
Dominica,Australia,20
Dominican Republic,Australia,70
Grenada,Australia,130
Guadeloupe,Australia,10
Haiti,Australia,90
Jamaica,Australia,930
Martinique,Australia,40
Puerto Rico,Australia,140
Saint Kitts and Nevis,Australia,19
Saint Lucia,Australia,13
Saint Vincent and the Grenadines,Australia,47
Trinidad and Tobago,Australia,1410
Argentina,Australia,12020
Bolivia (Plurinational State of),Australia,700
Brazil,Australia,4750
Chile,Australia,26080
Colombia,Australia,4000
Ecuador,Australia,1460
Falkland Islands (Malvinas),Australia,130
French Guiana,Australia,10
Guyana,Australia,520
Paraguay,Australia,360
Peru,Australia,5770
Suriname,Australia,90
Uruguay,Australia,10570
Venezuela (Bolivarian Republic of),Australia,1170
Belize,Australia,50
Costa Rica,Australia,350
El Salvador,Australia,10670
Guatemala,Australia,310
Honduras,Australia,180
Mexico,Australia,1270
Nicaragua,Australia,800
Panama,Australia,140
Bermuda,Australia,410
Canada,Australia,30240
United States of America,Australia,59690
Afghanistan,New Zealand,714
Bangladesh,New Zealand,1155
India,New Zealand,20329
Iran (Islamic Republic of),New Zealand,1925
Nepal,New Zealand,335
Pakistan,New Zealand,1283
Sri Lanka,New Zealand,6001
Iraq,New Zealand,4717
Saudi Arabia,New Zealand,250
Cambodia,New Zealand,4643
Indonesia,New Zealand,3689
Malaysia,New Zealand,11151
Myanmar,New Zealand,682
Philippines,New Zealand,9860
Singapore,New Zealand,3803
Thailand,New Zealand,5014
Viet Nam,New Zealand,3841
China,New Zealand,37900
Japan,New Zealand,8389
Republic of Korea,New Zealand,17448
Croatia,New Zealand,2218
Italy,New Zealand,1400
Austria,New Zealand,1170
France,New Zealand,1573
Germany,New Zealand,8152
Netherlands,New Zealand,21639
Switzerland,New Zealand,2688
Hungary,New Zealand,962
Poland,New Zealand,1884
Romania,New Zealand,892
Russian Federation,New Zealand,2837
Ukraine,New Zealand,817
Denmark,New Zealand,1395
Ireland,New Zealand,6547
Sweden,New Zealand,933
Egypt,New Zealand,1146
South Africa,New Zealand,25359
Ethiopia,New Zealand,635
Kenya,New Zealand,1120
Somalia,New Zealand,1724
Zambia,New Zealand,921
Zimbabwe,New Zealand,2807
Cook Islands,New Zealand,14811
Niue,New Zealand,5181
Samoa,New Zealand,45849
Tokelau,New Zealand,1617
Tonga,New Zealand,17564
Tuvalu,New Zealand,989
Australia,New Zealand,54744
Fiji,New Zealand,25029
Papua New Guinea,New Zealand,1117
Kiribati,New Zealand,492
Argentina,New Zealand,373
Brazil,New Zealand,638
Chile,New Zealand,735
Colombia,New Zealand,209
Canada,New Zealand,7563
United States of America,New Zealand,12984
Bangladesh,Fiji,1287
India,Fiji,1292
Pakistan,Fiji,1456
China,Fiji,833
Cook Islands,Fiji,30
Samoa,Fiji,266
Tonga,Fiji,1199
Tuvalu,Fiji,371
Australia,Fiji,1489
New Zealand,Fiji,870
Solomon Islands,Fiji,634
Vanuatu,Fiji,167
Kiribati,Fiji,698
Cambodia,New Caledonia,635
Indonesia,New Caledonia,1079
Lao People's Democratic Republic,New Caledonia,679
Viet Nam,New Caledonia,658
China,New Caledonia,101
Italy,New Caledonia,304
Spain,New Caledonia,124
France,New Caledonia,25504
Algeria,New Caledonia,676
Morocco,New Caledonia,631
Tunisia,New Caledonia,720
French Polynesia,New Caledonia,3593
Wallis and Futuna Islands,New Caledonia,7325
Australia,New Caledonia,298
New Zealand,New Caledonia,129
Vanuatu,New Caledonia,4156
India,Papua New Guinea,182
Sri Lanka,Papua New Guinea,89
Indonesia,Papua New Guinea,6663
Malaysia,Papua New Guinea,87
Philippines,Papua New Guinea,1537
Singapore,Papua New Guinea,53
China,Papua New Guinea,103
Japan,Papua New Guinea,201
Republic of Korea,Papua New Guinea,66
Russian Federation,Papua New Guinea,31
Ireland,Papua New Guinea,50
United Republic of Tanzania,Papua New Guinea,28
Tonga,Papua New Guinea,29
Australia,Papua New Guinea,10675
New Zealand,Papua New Guinea,1948
Fiji,Papua New Guinea,98
Solomon Islands,Papua New Guinea,247
Vanuatu,Papua New Guinea,116
Canada,Papua New Guinea,274
United States of America,Papua New Guinea,851
Indonesia,Solomon Islands,81
Malaysia,Solomon Islands,126
Philippines,Solomon Islands,140
China,Solomon Islands,228
Japan,Solomon Islands,96
Republic of Korea,Solomon Islands,37
Australia,Solomon Islands,340
New Zealand,Solomon Islands,134
Fiji,Solomon Islands,208
New Caledonia,Solomon Islands,122
Papua New Guinea,Solomon Islands,1047
Vanuatu,Solomon Islands,9
Kiribati,Solomon Islands,934
United States of America,Solomon Islands,128
France,Vanuatu,240
Tonga,Vanuatu,27
Australia,Vanuatu,450
New Zealand,Vanuatu,173
Fiji,Vanuatu,129
New Caledonia,Vanuatu,146
Papua New Guinea,Vanuatu,50
Solomon Islands,Vanuatu,51
Philippines,Guam,32625
Viet Nam,Guam,351
China,Guam,2710
Japan,Guam,2446
Republic of Korea,Guam,3240
Marshall Islands,Guam,250
Micronesia (Federated States of),Guam,6961
Northern Mariana Islands,Guam,2176
Palau,Guam,1335
Puerto Rico,Guam,193
United States of America,Guam,19095
Tuvalu,Kiribati,302
Australia,Kiribati,86
New Zealand,Kiribati,35
Fiji,Kiribati,275
Nauru,Kiribati,1055
United States of America,Kiribati,38
Philippines,Marshall Islands,311
China,Marshall Islands,153
Fiji,Marshall Islands,67
Kiribati,Marshall Islands,158
Micronesia (Federated States of),Marshall Islands,139
United States of America,Marshall Islands,856
Philippines,Micronesia (Federated States of),143
Japan,Micronesia (Federated States of),55
Republic of Korea,Micronesia (Federated States of),54
American Samoa,Micronesia (Federated States of),15
Samoa,Micronesia (Federated States of),16
Tonga,Micronesia (Federated States of),9
Guam,Micronesia (Federated States of),45
Marshall Islands,Micronesia (Federated States of),106
Northern Mariana Islands,Micronesia (Federated States of),86
Palau,Micronesia (Federated States of),318
United States of America,Micronesia (Federated States of),197
Philippines,Nauru,85
China,Nauru,428
Tuvalu,Nauru,268
Australia,Nauru,171
New Zealand,Nauru,27
Fiji,Nauru,188
Solomon Islands,Nauru,33
Kiribati,Nauru,1006
Bangladesh,Northern Mariana Islands,783
Nepal,Northern Mariana Islands,239
Philippines,Northern Mariana Islands,13757
China,Northern Mariana Islands,13566
Japan,Northern Mariana Islands,791
Republic of Korea,Northern Mariana Islands,1573
Guam,Northern Mariana Islands,1382
Marshall Islands,Northern Mariana Islands,112
Micronesia (Federated States of),Northern Mariana Islands,1908
Palau,Northern Mariana Islands,1138
Puerto Rico,Northern Mariana Islands,1413
United States of America,Northern Mariana Islands,1951
Philippines,Palau,2892
China,Palau,1079
Japan,Palau,290
Republic of Korea,Palau,141
Guam,Palau,256
Micronesia (Federated States of),Palau,326
Northern Mariana Islands,Palau,214
United States of America,Palau,516
Philippines,American Samoa,661
Viet Nam,American Samoa,203
China,American Samoa,299
Republic of Korea,American Samoa,182
Samoa,American Samoa,17642
Tokelau,American Samoa,27
Tonga,American Samoa,1142
New Zealand,American Samoa,229
Fiji,American Samoa,152
United States of America,American Samoa,3578
Netherlands,Cook Islands,11
French Polynesia,Cook Islands,68
Niue,Cook Islands,10
Samoa,Cook Islands,5
Australia,Cook Islands,124
New Zealand,Cook Islands,2319
Fiji,Cook Islands,84
Papua New Guinea,Cook Islands,11
United States of America,Cook Islands,18
India,French Polynesia,41
Indonesia,French Polynesia,18
China,French Polynesia,641
Japan,French Polynesia,25
Italy,French Polynesia,155
Spain,French Polynesia,85
France,French Polynesia,20959
Germany,French Polynesia,375
Switzerland,French Polynesia,126
Algeria,French Polynesia,710
Wallis and Futuna Islands,French Polynesia,35
Australia,French Polynesia,74
New Zealand,French Polynesia,116
Fiji,French Polynesia,32
New Caledonia,French Polynesia,2049
Vanuatu,French Polynesia,220
Canada,French Polynesia,134
United States of America,French Polynesia,437
Samoa,Niue,16
Tonga,Niue,106
Tuvalu,Niue,73
Australia,Niue,16
New Zealand,Niue,152
Fiji,Niue,41
United States of America,Niue,18
China,Samoa,75
Japan,Samoa,65
France,Samoa,13
Germany,Samoa,55
American Samoa,Samoa,2007
Cook Islands,Samoa,17
Niue,Samoa,8
Tokelau,Samoa,135
Tonga,Samoa,97
Tuvalu,Samoa,93
Australia,Samoa,422
New Zealand,Samoa,1885
Fiji,Samoa,173
Papua New Guinea,Samoa,58
Solomon Islands,Samoa,16
Vanuatu,Samoa,22
Kiribati,Samoa,19
Nauru,Samoa,10
Canada,Samoa,14
United States of America,Samoa,463
Samoa,Tokelau,98
Tuvalu,Tokelau,25
Australia,Tokelau,21
New Zealand,Tokelau,94
India,Tonga,177
China,Tonga,115
Japan,Tonga,66
Samoa,Tonga,215
Fiji,Tonga,466
Samoa,Tuvalu,6
Fiji,Tuvalu,60
Kiribati,Tuvalu,54
Nauru,Tuvalu,5
United States of America,Tuvalu,11
France,Wallis and Futuna Islands,545
Mayotte,Wallis and Futuna Islands,52
French Polynesia,Wallis and Futuna Islands,28
New Caledonia,Wallis and Futuna Islands,1152
Vanuatu,Wallis and Futuna Islands,195
Afghanistan,Belarus,292
India,Belarus,50
Iran (Islamic Republic of),Belarus,51
Pakistan,Belarus,49
Armenia,Belarus,5944
Azerbaijan,Belarus,14000
Georgia,Belarus,8827
Israel,Belarus,402
Jordan,Belarus,30
Lebanon,Belarus,67
Syrian Arab Republic,Belarus,86
Turkey,Belarus,25
United Arab Emirates,Belarus,23
Yemen,Belarus,33
Viet Nam,Belarus,381
Mongolia,Belarus,175
Republic of Korea,Belarus,29
Kazakhstan,Belarus,72587
Kyrgyzstan,Belarus,5430
Tajikistan,Belarus,5892
Turkmenistan,Belarus,5670
Uzbekistan,Belarus,15344
Greece,Belarus,113
Italy,Belarus,24
Serbia,Belarus,37
Spain,Belarus,37
Austria,Belarus,61
Belgium,Belarus,38
Germany,Belarus,68
Switzerland,Belarus,29
Bulgaria,Belarus,63
Hungary,Belarus,354
Poland,Belarus,495
Republic of Moldova,Belarus,7895
Romania,Belarus,23
Russian Federation,Belarus,708011
Slovakia,Belarus,27
Ukraine,Belarus,234219
Denmark,Belarus,206
Estonia,Belarus,3365
Finland,Belarus,2190
Ireland,Belarus,24
Latvia,Belarus,10880
Lithuania,Belarus,18039
Norway,Belarus,63
Sweden,Belarus,352
Algeria,Belarus,55
Ethiopia,Belarus,25
Australia,Belarus,28
Cuba,Belarus,46
Argentina,Belarus,107
Brazil,Belarus,97
Uruguay,Belarus,28
Canada,Belarus,160
United States of America,Belarus,90
Afghanistan,Bulgaria,223
Bangladesh,Bulgaria,278
Bhutan,Bulgaria,13
India,Bulgaria,135
Iran (Islamic Republic of),Bulgaria,155
Maldives,Bulgaria,1
Nepal,Bulgaria,3
Pakistan,Bulgaria,27
Sri Lanka,Bulgaria,5
Armenia,Bulgaria,1150
Azerbaijan,Bulgaria,923
Bahrain,Bulgaria,4
Cyprus,Bulgaria,149
Georgia,Bulgaria,157
Iraq,Bulgaria,358
Israel,Bulgaria,169
Jordan,Bulgaria,105
Kuwait,Bulgaria,47
Lebanon,Bulgaria,379
Oman,Bulgaria,1
Qatar,Bulgaria,4
Saudi Arabia,Bulgaria,15
State of Palestine,Bulgaria,1
Syrian Arab Republic,Bulgaria,738
Turkey,Bulgaria,2010
United Arab Emirates,Bulgaria,26
Yemen,Bulgaria,32
Cambodia,Bulgaria,9
Indonesia,Bulgaria,11
Malaysia,Bulgaria,1
Philippines,Bulgaria,20
Singapore,Bulgaria,4
Thailand,Bulgaria,7
Viet Nam,Bulgaria,416
China,Bulgaria,524
Japan,Bulgaria,61
Mongolia,Bulgaria,35
Republic of Korea,Bulgaria,53
Kazakhstan,Bulgaria,452
Kyrgyzstan,Bulgaria,41
Tajikistan,Bulgaria,53
Turkmenistan,Bulgaria,115
Uzbekistan,Bulgaria,302
Albania,Bulgaria,528
Bosnia and Herzegovina,Bulgaria,54
Croatia,Bulgaria,42
Gibraltar,Bulgaria,4
Greece,Bulgaria,2643
Italy,Bulgaria,511
Malta,Bulgaria,16
Montenegro,Bulgaria,15
Portugal,Bulgaria,44
San Marino,Bulgaria,2
Serbia,Bulgaria,1227
Slovenia,Bulgaria,19
Spain,Bulgaria,674
Austria,Bulgaria,98
Belgium,Bulgaria,181
France,Bulgaria,267
Germany,Bulgaria,998
Liechtenstein,Bulgaria,2
Luxembourg,Bulgaria,4
Monaco,Bulgaria,2
Netherlands,Bulgaria,132
Switzerland,Bulgaria,76
Belarus,Bulgaria,307
Hungary,Bulgaria,174
Poland,Bulgaria,693
Republic of Moldova,Bulgaria,1059
Romania,Bulgaria,2642
Russian Federation,Bulgaria,10972
Slovakia,Bulgaria,151
Ukraine,Bulgaria,3230
Denmark,Bulgaria,31
Estonia,Bulgaria,27
Finland,Bulgaria,28
Iceland,Bulgaria,66
Ireland,Bulgaria,6
Latvia,Bulgaria,58
Lithuania,Bulgaria,50
Norway,Bulgaria,43
Sweden,Bulgaria,58
Algeria,Bulgaria,178
Egypt,Bulgaria,69
Libya,Bulgaria,99
Morocco,Bulgaria,41
Sudan,Bulgaria,21
Tunisia,Bulgaria,41
Angola,Bulgaria,4
Cameroon,Bulgaria,4
Chad,Bulgaria,3
Congo,Bulgaria,8
Democratic Republic of the Congo,Bulgaria,8
Gabon,Bulgaria,6
Benin,Bulgaria,15
Burkina Faso,Bulgaria,6
Cabo Verde,Bulgaria,4
Côte d'Ivoire,Bulgaria,3
Gambia,Bulgaria,5
Ghana,Bulgaria,6
Guinea,Bulgaria,6
Guinea-Bissau,Bulgaria,3
Liberia,Bulgaria,3
Mauritania,Bulgaria,2
Niger,Bulgaria,4
Nigeria,Bulgaria,45
Senegal,Bulgaria,4
Botswana,Bulgaria,15
Namibia,Bulgaria,2
South Africa,Bulgaria,61
Burundi,Bulgaria,9
Djibouti,Bulgaria,2
Eritrea,Bulgaria,2
Ethiopia,Bulgaria,34
Kenya,Bulgaria,6
Madagascar,Bulgaria,1
Mozambique,Bulgaria,14
Rwanda,Bulgaria,1
Somalia,Bulgaria,2
Uganda,Bulgaria,3
United Republic of Tanzania,Bulgaria,9
Zambia,Bulgaria,6
Zimbabwe,Bulgaria,14
Samoa,Bulgaria,3
Tonga,Bulgaria,1
Tuvalu,Bulgaria,8
Australia,Bulgaria,66
New Zealand,Bulgaria,12
Fiji,Bulgaria,1
Papua New Guinea,Bulgaria,2
Kiribati,Bulgaria,3
Nauru,Bulgaria,1
Anguilla,Bulgaria,21
Antigua and Barbuda,Bulgaria,3
Aruba,Bulgaria,3
Bahamas,Bulgaria,2
Barbados,Bulgaria,2
British Virgin Islands,Bulgaria,46
Cayman Islands,Bulgaria,1
Cuba,Bulgaria,132
Dominican Republic,Bulgaria,11
Haiti,Bulgaria,3
Jamaica,Bulgaria,3
Turks and Caicos Islands,Bulgaria,2
Argentina,Bulgaria,53
Bolivia (Plurinational State of),Bulgaria,10
Brazil,Bulgaria,42
Chile,Bulgaria,10
Colombia,Bulgaria,10
Ecuador,Bulgaria,6
Guyana,Bulgaria,2
Paraguay,Bulgaria,1
Peru,Bulgaria,12
Uruguay,Bulgaria,8
Venezuela (Bolivarian Republic of),Bulgaria,12
Belize,Bulgaria,1
Costa Rica,Bulgaria,3
El Salvador,Bulgaria,3
Guatemala,Bulgaria,3
Honduras,Bulgaria,1
Mexico,Bulgaria,12
Nicaragua,Bulgaria,19
Panama,Bulgaria,4
Canada,Bulgaria,111
Greenland,Bulgaria,2
United States of America,Bulgaria,565
Afghanistan,Hungary,532
Bangladesh,Hungary,46
India,Hungary,755
Iran (Islamic Republic of),Hungary,1389
Nepal,Hungary,38
Pakistan,Hungary,158
Sri Lanka,Hungary,36
Armenia,Hungary,144
Azerbaijan,Hungary,103
Bahrain,Hungary,10
Cyprus,Hungary,189
Georgia,Hungary,144
Iraq,Hungary,565
Israel,Hungary,1147
Jordan,Hungary,270
Kuwait,Hungary,119
Lebanon,Hungary,235
Oman,Hungary,11
Qatar,Hungary,23
Saudi Arabia,Hungary,220
State of Palestine,Hungary,72
Syrian Arab Republic,Hungary,846
Turkey,Hungary,1452
United Arab Emirates,Hungary,123
Yemen,Hungary,186
Cambodia,Hungary,51
Indonesia,Hungary,147
Lao People's Democratic Republic,Hungary,30
Malaysia,Hungary,79
Myanmar,Hungary,6
Philippines,Hungary,170
Singapore,Hungary,56
Thailand,Hungary,487
Viet Nam,Hungary,2345
China,Hungary,7543
Japan,Hungary,919
Mongolia,Hungary,863
Republic of Korea,Hungary,830
Kazakhstan,Hungary,362
Kyrgyzstan,Hungary,90
Tajikistan,Hungary,12
Uzbekistan,Hungary,79
Albania,Hungary,129
Bosnia and Herzegovina,Hungary,264
Croatia,Hungary,1595
Greece,Hungary,903
Italy,Hungary,2609
Malta,Hungary,25
Montenegro,Hungary,27
Portugal,Hungary,224
Serbia,Hungary,16841
Slovenia,Hungary,282
Spain,Hungary,819
Austria,Hungary,5523
Belgium,Hungary,1104
France,Hungary,2613
Germany,Hungary,21290
Liechtenstein,Hungary,5
Luxembourg,Hungary,94
Monaco,Hungary,4
Netherlands,Hungary,1843
Switzerland,Hungary,1512
Belarus,Hungary,159
Bulgaria,Hungary,1429
Poland,Hungary,2752
Republic of Moldova,Hungary,150
Romania,Hungary,146208
Russian Federation,Hungary,3069
Slovakia,Hungary,15089
Ukraine,Hungary,19867
Denmark,Hungary,249
Estonia,Hungary,87
Finland,Hungary,476
Iceland,Hungary,88
Ireland,Hungary,548
Latvia,Hungary,96
Lithuania,Hungary,99
Norway,Hungary,793
Sweden,Hungary,1043
Algeria,Hungary,467
Egypt,Hungary,529
Libya,Hungary,217
Morocco,Hungary,128
Sudan,Hungary,117
Tunisia,Hungary,129
Angola,Hungary,53
Cameroon,Hungary,136
Central African Republic,Hungary,6
Chad,Hungary,1
Congo,Hungary,55
Democratic Republic of the Congo,Hungary,18
Gabon,Hungary,4
Benin,Hungary,18
Côte d'Ivoire,Hungary,16
Gambia,Hungary,7
Ghana,Hungary,85
Guinea,Hungary,29
Guinea-Bissau,Hungary,6
Liberia,Hungary,23
Mali,Hungary,15
Mauritania,Hungary,3
Niger,Hungary,9
Nigeria,Hungary,799
Senegal,Hungary,17
Sierra Leone,Hungary,20
Togo,Hungary,6
Botswana,Hungary,4
Lesotho,Hungary,4
Namibia,Hungary,6
South Africa,Hungary,230
Eritrea,Hungary,6
Ethiopia,Hungary,90
Kenya,Hungary,60
Madagascar,Hungary,22
Mauritius,Hungary,35
Mozambique,Hungary,15
Rwanda,Hungary,12
Somalia,Hungary,272
Uganda,Hungary,22
United Republic of Tanzania,Hungary,40
Zambia,Hungary,12
Zimbabwe,Hungary,27
Australia,Hungary,642
New Zealand,Hungary,121
Papua New Guinea,Hungary,1
Bahamas,Hungary,5
Barbados,Hungary,3
Cuba,Hungary,417
Dominican Republic,Hungary,24
Grenada,Hungary,4
Jamaica,Hungary,19
Saint Kitts and Nevis,Hungary,3
Saint Vincent and the Grenadines,Hungary,3
Trinidad and Tobago,Hungary,9
Argentina,Hungary,223
Bolivia (Plurinational State of),Hungary,40
Brazil,Hungary,346
Chile,Hungary,108
Colombia,Hungary,135
Ecuador,Hungary,76
Guyana,Hungary,3
Paraguay,Hungary,14
Peru,Hungary,149
Uruguay,Hungary,46
Venezuela (Bolivarian Republic of),Hungary,131
Belize,Hungary,1
Costa Rica,Hungary,22
El Salvador,Hungary,9
Guatemala,Hungary,12
Honduras,Hungary,7
Mexico,Hungary,288
Nicaragua,Hungary,15
Panama,Hungary,18
Bermuda,Hungary,1
Canada,Hungary,1422
United States of America,Hungary,4977
Afghanistan,Poland,160
Bangladesh,Poland,44
India,Poland,318
Iran (Islamic Republic of),Poland,144
Nepal,Poland,9
Pakistan,Poland,62
Sri Lanka,Poland,26
Armenia,Poland,864
Azerbaijan,Poland,260
Cyprus,Poland,46
Georgia,Poland,336
Iraq,Poland,410
Israel,Poland,396
Jordan,Poland,163
Kuwait,Poland,142
Lebanon,Poland,341
Qatar,Poland,6
Saudi Arabia,Poland,25
Syrian Arab Republic,Poland,574
